TSNE1,TSNE2,target
-0.31865185,-8.386727,8
43.629337,14.188294,9
-35.50459,-30.248629,0
44.033318,13.578182,9
9.155466,42.90836,5
6.55142,44.837784,5
-0.5679156,-57.923008,6
8.081655,40.66371,5
-40.550232,-33.26075,0
46.930183,16.156837,9
5.371348,-6.422765,8
45.338997,14.475289,9
-2.427507,-6.662125,8
-39.06663,-2.3624256,4
-23.658321,6.1206737,1
-24.72391,29.91113,7
-20.918596,30.231792,7
19.871895,12.224319,3
8.414008,44.026363,5
-24.669888,6.4708886,1
-39.310253,-42.98769,0
-30.42504,-34.77649,0
28.522543,-19.677101,2
26.717602,-18.727976,2
-20.369432,39.43062,7
3.9636204,-7.5037446,8
34.492264,-26.453897,2
-31.844563,-35.913597,0
-22.191757,4.536705,1
30.650726,-22.850807,2
1.4209051,-56.589596,6
19.889713,15.867206,3
17.981323,13.433269,3
-20.978395,44.60213,7
22.745043,14.990492,3
19.304852,13.317472,3
-41.024014,-0.40628356,4
0.32506287,-43.042656,6
1.4990927,-56.499836,6
-0.24791777,-56.24936,6
-41.73472,-2.4708395,4
42.624,14.63655,9
-25.024889,2.325661,1
8.092811,41.90739,5
-33.08686,-38.52226,0
39.18401,17.380693,9
5.963847,42.540237,5
24.322134,-21.792833,2
-2.419107,-6.5558033,8
26.754385,-19.508364,2
-31.874035,-34.680725,0
-31.195868,-38.416576,0
-23.956043,5.646707,1
-12.948434,44.347195,7
0.37075648,-58.64098,6
17.93111,14.245479,3
27.315313,-19.315336,2
-26.09283,2.1232274,1
-21.345179,43.569454,7
18.095839,12.052274,3
-25.284048,5.925264,1
18.774288,13.40236,3
39.20925,17.782038,9
-23.140541,4.268973,1
-24.724508,31.243938,7
2.1554587,-42.85715,6
3.4217389,-10.590415,8
-38.687977,-1.74145,4
17.16389,14.68014,3
-24.571297,2.7342672,1
-38.59677,-1.165365,4
-38.33741,-43.368744,0
8.613959,40.858078,5
-17.159115,23.446781,3
-3.015237,-49.01968,6
43.123806,13.881101,9
-2.850794,-53.849487,6
-23.800049,5.0334196,1
-18.050417,42.355057,7
8.650463,38.887474,5
-41.790127,-2.39132,4
-38.305584,0.106970124,4
-21.7705,43.063034,7
35.14864,-26.276134,2
-0.0069781863,-7.5336385,8
37.3007,-19.584225,2
28.249441,-19.714037,2
7.3208437,42.97926,5
8.025513,42.939213,5
-38.231598,0.9790606,4
2.1426113,-7.259128,8
3.1687365,-8.066953,8
-37.731785,-1.3590462,4
42.962616,16.9717,9
-32.615288,-37.430016,0
3.3652341,-10.490138,8
40.74011,16.794546,9
2.0032012,-5.067946,8
-39.70691,-29.415508,0
-10.257477,-9.41349,1
31.100784,-19.60998,2
28.829638,4.783781,3
-44.99335,14.027875,4
21.907509,37.140686,5
-2.3607616,-54.559082,6
-26.646833,23.59836,7
11.939217,1.0745043,8
-10.052065,18.440643,9
-37.632824,-40.704346,0
-24.643654,-0.25272158,1
31.20767,-20.061277,2
26.257837,9.120607,3
-44.75921,12.155037,4
12.782203,40.141624,5
-0.48762995,-53.693443,6
-17.847294,39.723915,7
2.8211272,2.3795693,8
-10.060911,19.764881,9
-38.71039,-34.53639,0
-24.113754,-2.0231838,1
34.305836,-17.632505,2
28.889887,6.7519617,3
-47.02183,13.340373,4
21.916416,38.129627,5
-0.76010144,-58.12215,6
-26.932167,23.019531,7
3.1471314,2.5322292,8
39.55538,22.416454,9
-40.311565,-29.6122,0
47.543663,15.497354,9
21.217678,37.429115,5
24.268085,30.417511,5
2.1988142,-50.34944,6
26.70866,30.048035,5
-46.880272,-34.144325,0
37.36853,26.122814,9
10.550241,-6.529425,8
45.272224,25.997948,9
6.4207454,2.4774897,8
-44.822693,9.2468195,4
-6.802626,-13.273047,1
-18.581226,40.436375,7
-21.559177,29.421064,7
26.294758,9.604189,3
20.048632,37.33919,5
-9.476386,-7.461031,1
-38.104084,-37.19775,0
-39.113426,-36.610935,0
36.351845,-18.032417,2
28.182045,-18.510368,2
-25.9365,30.342361,7
11.78444,1.762766,8
30.442673,-19.871159,2
-39.137833,-35.956867,0
-25.818396,2.1711917,1
33.6027,-20.041111,2
-5.5437,-56.091396,6
28.232466,3.751906,3
25.249748,10.153691,3
-27.693377,22.307758,7
28.53361,7.963324,3
27.780579,7.8750386,3
-45.72971,11.996046,4
1.2689991,-53.327793,6
1.2691883,-53.188473,6
6.469792,-51.670467,6
-48.765213,12.364923,4
-11.659577,19.028479,9
-11.028001,-11.252379,1
31.680481,-6.088548,5
-37.545876,-34.58138,0
-10.326946,19.63752,9
21.12219,37.456623,5
30.112724,-20.23074,2
11.446385,-0.36892608,8
35.364216,-17.573994,2
-38.610134,-29.687351,0
-38.03561,-33.858406,0
-24.322397,-1.5879896,1
-20.942808,35.296997,7
2.3916085,-43.485836,6
26.406467,9.1595125,3
28.726727,-18.050983,2
-24.698977,-0.9402374,1
-21.17456,36.215942,7
-44.842052,12.119517,4
-3.5849738,-55.378483,6
24.974495,9.096261,3
-10.915317,-8.471191,1
27.024614,3.81646,3
-10.290417,18.959425,9
-12.915271,-11.164161,1
-20.473001,41.239273,7
2.1798768,-49.87466,6
4.107801,-0.07060324,8
-46.104683,7.260295,4
27.05364,3.4965987,3
-13.982962,-8.664473,1
-40.580444,14.817731,4
-36.57944,-38.744995,0
24.282858,35.07537,5
29.853634,7.747487,3
-0.6818459,-54.306194,6
-11.086633,19.452309,9
1.7247732,-52.709953,6
-7.871056,-14.696591,1
-23.526966,41.89243,7
21.145481,39.68325,5
-47.37468,2.586815,4
-44.538113,9.926686,4
-21.04067,36.118885,7
30.981306,-19.079668,2
8.934695,-1.4956169,8
35.559963,-17.316118,2
35.53018,-21.066214,2
24.624762,30.90563,5
-22.515312,30.680614,7
-23.302654,14.230124,9
6.8874474,41.866867,5
-46.817284,12.057181,4
14.216274,-1.9450368,8
6.606338,2.6806042,8
-43.186325,10.25456,4
-24.189056,13.937831,9
-37.15042,-39.025948,0
2.992718,2.310878,8
-10.648391,18.727478,9
20.751913,10.992328,3
-36.62939,-43.472248,0
-20.866522,6.9983687,1
29.452162,-26.828247,2
24.631073,10.97889,3
-41.87953,-1.3143646,4
17.644375,38.1814,5
-2.9048338,-47.343513,6
-25.201176,20.699717,7
9.450402,3.3032284,8
33.344666,25.414186,9
-38.42097,-42.29446,0
-18.68215,2.4884913,1
26.922155,-26.240225,2
30.781668,2.316979,3
-52.617718,8.98282,4
15.875473,38.390583,5
-2.4302182,-47.41584,6
-26.043795,21.547781,7
0.5031841,-0.4874783,8
46.42057,17.086485,9
-32.99928,-37.997055,0
-20.10254,3.8270242,1
31.694988,-25.239157,2
36.893654,6.110621,3
-41.07745,0.2348473,4
16.362337,38.144672,5
-0.79826033,-46.96585,6
-27.093803,21.613647,7
7.77918,5.3617225,8
46.583847,17.145582,9
-33.831158,-30.260641,0
44.59188,17.38698,9
18.439703,38.468822,5
16.568542,38.994205,5
-1.8466434,-47.588486,6
30.421913,26.848036,5
-36.60861,-44.67873,0
44.105434,18.301558,9
7.7689037,0.5636777,8
43.623962,21.58176,9
8.878023,0.51480633,8
-39.714912,1.7429322,4
-21.374575,3.4631755,1
-25.661928,20.696848,7
-25.353912,23.476072,7
32.93129,2.6082945,3
16.52592,37.559376,5
-18.91139,2.326788,1
-38.109055,-42.632664,0
-33.86015,-39.415512,0
25.348278,-32.176826,2
30.706446,-24.859503,2
-25.284817,20.761297,7
11.6359415,4.2975388,8
30.25988,-24.754938,2
-42.86662,-39.125557,0
26.560947,-38.45291,1
27.475218,-25.56312,2
-4.796804,-47.719955,6
33.37095,2.3821642,3
29.928843,0.94319856,3
-28.09413,21.38109,7
29.079885,0.928012,3
30.063658,1.2117462,3
-42.33488,0.5262785,4
-0.51717436,-47.1931,6
-2.7654498,-48.07612,6
-0.34815994,-47.37148,6
-40.757957,0.49995112,4
42.959076,21.668373,9
-21.583843,4.062177,1
18.929401,36.64329,5
-36.92561,-31.800467,0
43.860195,18.499651,9
16.65493,38.417812,5
29.993288,-26.87811,2
8.575537,1.809086,8
31.752771,-24.232727,2
-44.067955,-38.339813,0
-34.284557,-41.725075,0
-19.009928,1.7117183,1
-26.793985,20.482439,7
-1.8641639,-43.424046,6
30.42949,1.5629326,3
33.167828,-25.569492,2
-18.913784,1.177407,1
-23.038197,24.266066,7
-39.28364,3.5770526,4
2.1478274,-46.778717,6
30.141853,1.8548903,3
-22.974493,2.4572423,1
40.826103,6.0216036,3
43.476025,19.586733,9
-19.415617,3.5114226,1
-11.451576,17.792526,7
0.0090356255,-48.106007,6
10.57472,-3.1875594,8
-42.555656,0.3956514,4
28.85521,3.2162385,3
-19.006796,2.8223214,1
-40.103462,0.7881236,4
-34.74154,-43.72144,0
15.389473,41.788055,5
31.647917,1.454307,3
-0.40624452,-46.062424,6
44.164127,18.348372,9
-5.8360796,-39.680897,6
-20.427479,3.8966963,1
-27.58203,21.75494,7
15.155361,40.84009,5
-39.268764,2.706915,4
-40.822353,1.1040654,4
-25.502218,21.479013,7
32.728714,-23.613295,2
12.947756,-0.035145372,8
32.309933,-24.863375,2
-54.881805,5.8804026,2
10.52243,36.445328,5
-23.054152,24.204456,7
43.62975,19.915483,9
16.243237,37.370655,5
-39.57233,3.128164,4
7.163518,0.088642225,8
6.242447,0.7040226,8
-41.90436,-1.672896,4
34.92884,23.325699,9
-40.016735,-35.071117,0
9.805173,2.150376,8
43.318058,19.91935,9
8.881979,0.83731014,8
-40.626957,-33.020435,0
23.678562,-36.97579,1
23.50504,-29.779484,2
21.219963,-3.3545902,3
-51.577354,11.791392,4
22.2566,35.70826,5
-2.8327868,-43.878105,6
-13.192257,44.29615,7
3.2257035,-14.949237,8
33.895035,19.517673,9
-40.268085,-36.459953,0
25.954056,-37.284176,1
21.039997,-13.465696,2
19.969023,-2.5299797,3
-50.316303,13.867971,4
27.082602,37.696922,5
-5.705677,-46.42501,6
-14.523442,38.58641,7
5.263373,-13.103194,8
34.284298,20.91442,9
-42.23166,-32.091167,0
24.877867,-39.421318,1
27.712973,-32.03925,2
18.917814,-3.4860625,3
-51.79043,7.801139,4
25.173504,37.92548,5
-3.779671,-44.993645,6
-25.466492,29.524212,7
6.2260704,-12.814254,8
34.54385,17.470146,9
-41.16651,-32.46556,0
3.8717837,0.24527346,9
19.427582,40.192707,5
26.765823,36.003197,5
-4.9152546,-43.369713,6
26.166645,36.437943,5
-41.224926,-40.821747,0
32.517395,24.48278,9
3.3545132,-14.489523,8
33.46681,18.35625,9
6.0062466,-13.531092,8
-50.04696,10.976495,4
23.497744,-39.116875,1
-22.960121,35.027203,7
-15.009462,37.99556,7
21.082674,-3.13145,3
25.108387,37.66546,5
23.180464,-40.410954,1
-36.859142,-36.55521,0
-41.005512,-44.36098,0
29.597542,-9.014713,2
27.701483,-33.17776,2
-13.752972,41.786083,7
6.905807,-13.783123,8
24.99326,-28.577515,2
-39.56803,-30.995865,0
25.153263,-38.418472,1
27.752588,-33.16153,2
-5.8329835,-41.940815,6
22.399057,-4.7584076,3
24.72209,14.942915,3
-25.347555,28.056087,7
18.962801,-2.212015,3
20.287619,-3.3348536,3
-47.97047,10.998455,4
-6.064822,-44.118546,6
-3.6364486,-43.715805,6
-6.127176,-46.30923,6
-50.522102,13.568195,4
34.74027,21.633684,9
22.853825,-39.38362,1
23.698477,37.57247,5
-35.432236,-34.166676,0
41.07127,27.015976,9
26.412678,36.777367,5
25.568542,-32.969467,2
6.408103,-14.230258,8
31.543152,-19.785654,2
-41.39253,-38.485966,0
-41.265224,-31.940245,0
23.301655,-40.441402,1
-15.77343,40.024673,7
-6.0970917,-44.203003,6
22.558943,-5.1884346,3
27.995897,-35.487774,2
23.603247,-40.164524,1
-15.410104,38.804302,7
-51.876373,11.566204,4
-5.7988477,-41.728092,6
20.031158,-4.1709223,3
24.34345,-40.424274,1
19.264421,-3.2279217,3
33.71439,18.801882,9
22.500341,-39.821262,1
-19.448675,39.359737,7
-3.2346616,-43.989338,6
5.8603945,-13.636269,8
-51.121616,10.478494,4
20.611103,-2.5648577,3
-4.509405,-11.524496,1
-51.08231,11.254185,4
-42.971516,-31.507727,0
28.515882,37.337334,5
20.488935,-2.6080117,3
-2.8693185,-43.330276,6
33.599392,18.44032,9
-5.4387646,-42.58548,6
23.420214,-35.744335,1
-17.327063,38.62332,7
23.498869,37.76807,5
-53.284813,6.877464,4
-46.877342,10.042027,4
-15.926781,43.458626,7
27.175035,-33.655468,2
3.0630138,-14.141588,8
30.557915,-20.635338,2
26.827263,-33.589752,2
20.833128,35.722416,5
-14.630634,37.980343,7
44.94318,21.341116,9
25.816961,39.14594,5
-52.290436,12.150623,4
3.4353008,-15.116318,8
5.9747896,-14.303348,8
-51.197113,12.529863,4
35.98087,24.255474,9
-40.507153,-34.21147,0
6.100869,-14.105096,8
47.467857,17.676538,9
3.6055503,-14.565246,8
-36.940155,-29.45048,0
-8.233103,-9.642419,1
27.733576,-15.516462,2
26.889765,10.597527,3
-38.98158,-0.054432977,4
18.558134,34.70335,5
2.9956644,-54.40004,6
-15.168689,37.235245,7
10.051062,-2.4380574,8
-28.081362,15.617129,9
-46.195908,-31.721258,0
-6.8592844,-12.96775,1
25.94533,-15.303896,2
27.77251,11.835287,3
-39.426147,-0.688335,4
11.428303,34.36984,5
1.2297909,-54.842342,6
-25.473742,27.624762,7
7.518946,-2.240909,8
-24.848984,13.2741,9
-36.42743,-29.68133,0
-7.637111,-13.2513485,1
27.715006,-16.929016,2
27.167326,9.765533,3
-38.003338,2.2802022,4
11.08374,34.456127,5
1.1087195,-55.084167,6
-29.049654,20.467367,7
9.978849,-2.6199048,8
-24.045275,13.212346,9
-37.89501,-33.680088,0
-25.0311,12.882453,9
18.066063,29.334696,5
8.80955,36.116085,5
-0.3739823,-57.095337,6
10.453602,34.98639,5
-38.377144,-41.857548,0
-23.008852,12.495992,9
6.2217617,-1.7310048,8
-24.532076,12.9327965,9
6.5118384,-1.5433053,8
-36.942253,0.86671036,4
-8.349044,-4.7970204,1
-28.92936,18.065825,7
-24.73178,16.58809,7
13.613955,6.6506014,3
10.294873,36.105633,5
-8.322069,-4.850191,1
-33.325268,-34.57785,0
-38.492176,-32.166092,0
24.037264,-15.823109,2
25.34648,-15.68101,2
-26.518652,30.55315,7
5.6254835,-1.3857657,8
22.867691,-14.887357,2
-31.144201,-33.79138,0
-11.971629,-6.934818,1
22.90715,-14.960403,2
0.99832106,-58.08638,6
26.786606,11.669103,3
28.0208,10.410318,3
-26.841143,29.68439,7
28.675852,11.776142,3
26.988827,8.369991,3
-40.12424,10.377876,4
-2.8613129,-55.95875,6
3.8456395,-52.711277,6
-3.072181,-58.284267,6
-39.489155,0.19014041,4
-24.231789,13.057124,9
-7.6558685,-11.260244,1
18.579079,30.70645,5
-33.107346,-34.01347,0
-24.47627,10.686577,9
18.479269,30.561996,5
24.610655,-16.045282,2
12.947574,0.4687557,8
25.893965,-15.176922,2
-36.234783,-31.251982,0
-37.280006,-34.906097,0
-11.898008,-6.584214,1
-27.054535,30.532362,7
0.6512288,-54.672035,6
27.841326,11.083132,3
37.085377,-16.219158,2
-8.8956995,-14.658131,1
-28.86861,20.293438,7
-39.467514,-0.20231818,4
8.949549,-49.674892,6
28.722065,11.179966,3
-7.765994,-15.2079935,1
26.241508,1.5939249,3
-24.456299,11.79103,9
-7.138849,-11.155136,1
-27.676954,30.360966,7
-3.2402606,-55.380157,6
4.5589685,-3.2768815,8
-51.025833,12.016408,4
26.31082,1.6376468,3
-8.037632,-10.9601345,1
-33.651703,28.829365,4
-33.96017,-37.11723,0
23.234959,31.501253,5
27.623966,8.872981,3
6.969012,-48.362164,6
-25.407393,14.086318,9
6.928824,-48.206123,6
-8.338431,-9.980153,1
-27.763247,30.438606,7
11.113677,37.154236,5
-54.319912,6.061391,4
-32.989494,18.493935,4
-28.245275,30.638195,7
26.615122,-16.729279,2
1.614552,-0.42128548,8
26.220335,-16.527332,2
27.139439,-16.625658,2
8.41532,35.02925,5
-16.400171,38.583023,7
-25.93878,15.057117,9
4.6313295,41.437164,5
-52.601704,6.410383,4
11.236268,0.09709441,8
3.599785,-2.4094818,8
-33.673042,28.76995,4
-28.088497,15.533547,9
-34.015755,-33.843273,0
9.628984,-2.8338265,8
-23.175955,13.30464,9
4.6344304,-1.6389407,8
-46.509705,-38.430397,0
-13.825269,-9.501002,1
35.074768,-19.26116,2
25.676579,2.3095427,3
-51.116886,6.1245904,4
11.5002165,41.942207,5
-8.77693,-53.043964,6
-20.64941,34.48744,7
18.837414,-11.437691,8
46.391003,18.522255,9
-42.202007,-43.179523,0
-14.448921,-7.589148,1
36.353374,-21.01608,2
26.98739,5.8715634,3
-48.77251,6.428558,4
6.9016123,40.168526,5
-9.360124,-53.416462,6
-18.54233,39.450237,7
-20.900698,0.30530956,8
31.211134,22.894053,9
-40.81604,-29.345402,0
-12.134161,-7.640579,1
38.00157,-17.657598,2
26.440878,5.2735987,3
-52.615185,1.5101943,4
7.039714,41.138996,5
0.42791125,-46.470127,6
-19.82038,39.910206,7
3.0411682,-4.0904236,8
48.242935,17.38296,9
-39.664093,-35.985638,0
32.5698,25.528666,9
12.986908,39.735752,5
9.795996,36.707527,5
-6.85484,-54.149643,6
12.073606,41.31495,5
-39.78335,-35.22388,0
22.47595,-3.9981418,9
13.339912,2.3361573,8
35.455402,23.860413,9
11.42683,6.0584526,8
-47.051037,5.5299306,4
-4.5197196,-9.767088,1
-20.058596,42.438007,7
-21.01821,33.94695,7
23.096523,4.6639194,3
10.397633,37.248558,5
-6.4777017,-9.611186,1
-36.53889,-28.095306,0
-38.74625,-28.885658,0
27.016256,-19.100363,2
38.76395,-19.09425,2
-21.05509,43.52006,7
11.012984,6.541735,8
37.317238,-17.093369,2
-46.043247,-35.785656,0
27.279596,-37.52458,1
34.670856,-24.455467,2
0.87874615,-44.41059,6
22.783487,4.6013904,3
22.506458,4.424606,3
-20.362114,38.590664,7
22.589216,13.247712,3
22.119658,12.665185,3
-49.01316,7.923975,4
-0.66733783,-45.838543,6
-6.935496,-54.28336,6
-9.026818,-52.97166,6
-50.42087,6.7578526,4
47.88838,17.619297,9
-7.621199,-6.5840487,1
12.522096,38.995182,5
-34.544216,-32.18617,0
41.23962,17.864614,9
10.016438,40.479015,5
39.254112,-17.854946,2
2.1980636,-5.900427,8
38.90406,-19.995739,2
-33.123737,-31.358862,0
-43.668648,-37.594097,0
-6.6232047,-14.209386,1
-20.859161,38.062508,7
-4.449116,-50.439808,6
24.947578,7.650655,3
23.078175,-23.232166,2
-9.4065,-9.206191,1
-23.870222,31.250757,7
-45.558395,4.6961637,4
1.0772777,-47.432877,6
26.438335,4.077393,3
-10.511131,-10.640252,1
23.651709,7.9417105,3
32.56625,24.701443,9
-11.351472,-10.957927,1
-20.617239,42.073387,7
-2.185311,-50.501663,6
18.766079,-11.366173,8
-53.500877,1.5955595,4
23.197527,5.98842,3
-12.075291,-9.28441,1
-48.234203,1.049179,4
-44.10398,-36.57507,0
14.86454,40.896038,5
21.153545,7.4348683,3
3.2395263,-42.092403,6
47.108673,16.52039,9
-0.99423885,-56.224007,6
-8.723942,-6.204605,1
-21.408401,39.545795,7
7.5065055,40.984432,5
-50.65571,6.9479194,4
-47.424408,5.87296,4
-20.589672,38.340652,7
39.3965,-17.97198,2
8.33901,7.569533,8
-17.970781,23.809198,2
26.64029,-17.502995,2
13.32478,41.387077,5
-16.726677,41.148136,7
33.973427,23.390837,9
7.0820208,40.656536,5
-51.818714,1.5457956,4
8.56266,7.4144845,8
29.989847,-0.4287835,8
-51.61375,1.315,4
34.062946,23.18128,9
-42.46679,-33.71813,0
7.853002,7.6668024,8
33.72336,25.476812,9
18.60705,-11.423538,8
26.6548,-37.690598,1
34.156803,-18.568874,2
33.712517,6.875992,3
-44.389355,5.325258,4
23.172314,37.735207,5
-1.756088,-56.574036,6
-19.142466,27.774454,7
11.630018,-1.6977298,8
48.384426,21.613476,9
-41.836098,-40.13612,0
26.10339,-38.09613,1
38.82833,-21.061928,2
33.948788,4.151902,3
-53.170242,1.299562,4
28.831709,35.4935,5
-1.8768488,-58.243004,6
-17.117954,30.250944,7
12.674285,-2.022536,8
45.608994,23.079308,9
-41.658173,-39.80632,0
27.654867,-37.99985,1
34.022686,-21.086855,2
30.324308,4.2639384,3
-40.031178,7.53563,4
31.429438,33.282875,5
-3.5588162,-56.740707,6
-19.406734,29.168653,7
12.556242,-2.945297,8
46.77952,22.695566,9
-40.27119,-38.6639,0
40.041813,23.619652,9
28.90315,34.008022,5
24.458906,36.593887,5
-0.60032487,-51.9848,6
30.494286,35.273373,5
-43.310703,-39.767395,0
47.08335,19.967844,9
11.686117,-1.8857787,8
46.283527,21.339603,9
9.57619,0.40270022,8
-38.493523,14.151744,4
23.380945,-36.13083,1
-17.72318,30.902836,7
-21.553242,27.008642,7
34.418858,2.779719,3
31.118431,35.692986,5
24.581316,-37.109463,1
34.542374,-21.58439,2
-17.489313,30.453583,7
13.012419,-1.7506073,8
24.622402,-32.699,2
-43.413734,-37.825893,0
24.823313,-37.580856,1
25.776855,-29.121216,2
-1.8415796,-56.8569,6
33.013844,5.6463346,3
34.013634,3.8690841,3
-18.584381,29.059092,7
34.888184,7.4354277,3
35.93638,5.032926,3
-39.654858,7.6342254,4
-0.7945914,-51.361393,6
-1.1063398,-52.816807,6
-1.6224462,-55.624084,6
-39.956524,7.555281,4
48.27455,21.102476,9
23.791485,-36.361412,1
24.67925,36.490623,5
-43.075386,-40.593987,0
47.86834,21.726305,9
28.302109,34.615837,5
25.462336,-29.869205,2
10.670031,-0.053196277,8
24.580757,-32.70977,2
-46.5138,-38.4205,0
-38.854725,-40.371593,0
24.021173,-37.26521,1
-19.741278,31.89878,7
-2.0066519,-55.684086,6
35.618324,7.581641,3
37.782112,-21.950867,2
26.46308,-37.647133,1
-54.213345,2.4647677,4
5.569221,-48.73897,6
33.51965,6.7703595,3
24.446161,-37.09071,1
36.72387,6.10701,3
47.173435,19.9102,9
25.110216,-36.3025,1
-18.382744,28.899403,7
0.21268243,-50.77044,6
12.428826,3.4945753,8
-35.72404,15.363158,4
33.87807,3.4976225,3
24.265053,-36.158146,1
-36.938442,13.102077,4
-43.793827,-39.237415,0
22.106056,40.115707,5
35.787376,4.9610744,3
-2.8547373,-54.911232,6
45.703808,23.492256,9
-3.7686837,-53.585354,6
25.36385,-37.66499,1
-26.324057,23.59402,7
29.600441,34.16334,5
-43.762585,5.493105,4
-36.866776,14.632544,4
-18.403633,31.166145,7
28.82687,-26.635475,2
12.8372345,-3.1050878,8
24.387127,-30.02665,2
35.98928,-22.432135,2
29.652306,34.104935,5
-19.3492,30.797438,7
40.092907,23.572157,9
25.040415,40.372013,5
-28.321419,20.260487,4
-36.847767,15.423456,4
35.069508,16.951021,9
-43.20345,-41.133423,0
12.483593,1.88892,8
45.098198,23.32634,9
10.996344,-1.7561047,8
-42.55892,-34.983463,0
-7.3128204,-6.428863,1
32.89611,-21.978384,2
31.517511,11.176712,3
-37.02672,15.220196,4
9.589045,34.291054,5
-3.5740862,-55.999584,6
-18.774446,32.2166,7
2.9564486,3.781444,8
36.03732,11.30714,9
-35.134235,-39.300156,0
-7.9276567,-8.084622,1
28.215376,-28.949982,2
31.892385,11.119987,3
-33.382454,18.047464,4
18.214596,40.916603,5
-5.4753194,-54.365353,6
-18.535412,31.038813,7
-0.39286214,2.5518682,8
41.562027,9.486751,9
-32.364323,-42.480457,0
-12.767375,-10.387456,1
24.552677,-30.003775,2
30.426737,11.817483,3
-39.995396,13.727281,4
20.176876,36.568775,5
