TSNE1,TSNE2,target
-19.555828,0.1816483,1
-26.272465,28.66742,7
-11.528969,0.31869775,4
1.4849752,-36.841965,6
22.11678,8.750753,3
-20.741442,1.2268585,1
18.05322,14.613489,3
34.089146,20.785563,9
-15.416076,-2.5820227,1
-20.017323,33.020374,7
-0.13993521,-33.295715,6
-2.4161668,1.5908827,8
-35.323685,2.2534423,4
18.762869,13.43275,3
-9.159398,-12.560166,1
-35.43683,2.449853,4
-26.667032,-31.849522,0
10.856404,28.054367,5
15.410039,14.595639,3
-0.7998567,-33.689976,6
41.956604,13.559873,9
2.4681342,-35.022495,6
-21.943266,2.3113947,1
-23.309328,32.643375,7
8.491009,30.306292,5
-41.67377,12.72753,4
-40.35286,11.584124,4
-19.54046,33.78739,7
18.91091,-16.182823,2
2.2281578,-2.6469343,8
6.782051,-14.973368,2
7.1567492,-15.019612,2
4.623746,36.003185,5
-22.177835,30.868494,7
43.131073,14.166701,9
11.087816,25.557331,5
-38.97899,11.581771,4
-1.4423889,-2.159356,8
3.6442738,-5.8840322,8
-39.02102,7.895486,4
32.788036,16.367626,9
-27.578495,-30.101221,0
-3.1013188,-0.29401174,8
34.71798,27.78399,9
-7.1792994,-11.064978,8
-32.51791,-29.409994,0
-20.930624,6.341216,1
32.341343,-16.721682,2
17.295025,13.870836,3
-31.286419,-0.4792716,4
3.467548,36.96717,5
-5.202812,-45.44336,6
-21.10543,35.34812,7
5.5928497,-3.7554877,8
40.94639,14.31215,9
-28.859434,-26.515253,0
-22.123182,3.7861958,1
22.1702,-15.669988,2
19.724968,14.562922,3
-32.466496,-2.449205,4
5.2950397,37.51506,5
2.4661348,-41.063843,6
-21.487919,35.427723,7
5.6527157,-1.63478,8
38.21232,14.487797,9
-28.186138,-33.407322,0
-22.40419,4.748388,1
21.401712,-18.568285,2
17.339869,13.056231,3
-33.54531,-1.322488,4
1.3174584,35.760693,5
1.1985801,-37.20583,6
-22.5231,38.822346,7
0.64639825,-6.218237,8
39.720367,13.8021345,9
-31.224407,-24.484327,0
40.15753,13.387929,9
4.9288635,37.34086,5
2.373258,38.887436,5
-2.1298175,-51.19973,6
4.0892124,35.183147,5
-35.74043,-27.43759,0
42.991062,15.712357,9
5.546428,-3.8249524,8
41.45332,14.261453,9
-1.5288144,-5.072777,8
-33.703644,-3.382825,4
-20.91015,5.1205306,1
-23.538391,26.931372,7
-20.070528,27.517128,7
20.350628,11.182637,3
4.1717434,38.25392,5
-21.843773,5.3684993,1
-34.314312,-36.45765,0
-26.344852,-28.478903,0
25.214441,-16.762074,2
23.558311,-15.923305,2
-20.221985,36.1768,7
4.47724,-5.1815386,8
30.443722,-23.26816,2
-27.594036,-29.593248,0
-19.411592,3.731539,1
27.02631,-19.73664,2
-0.14055045,-50.252865,6
19.883371,14.450223,3
18.449705,12.0689745,3
-21.097658,40.901325,7
22.522915,13.82002,3
19.646568,12.05661,3
-35.634636,-1.7680968,4
0.6911376,-37.739346,6
-0.054378223,-50.18181,6
-1.6423044,-49.69567,6
-36.11259,-3.7116427,4
38.571938,13.775707,9
-21.892569,1.5136763,1
4.0552235,36.311512,5
-28.681274,-32.01038,0
35.485985,17.340933,9
2.0048594,36.733444,5
21.211193,-18.603004,2
-1.527014,-4.970566,8
23.583696,-16.594353,2
-27.673418,-28.325907,0
-26.923914,-31.855701,0
-21.137165,4.6858845,1
-13.732555,41.17883,7
-1.332936,-51.97763,6
18.302725,12.77717,3
24.083347,-16.46975,2
-22.844965,1.2548617,1
-21.363836,39.953026,7
18.581911,10.783676,3
-22.383007,4.8591847,1
19.14902,12.090483,3
35.3838,17.648727,9
-20.270447,3.4562273,1
-23.567274,28.171991,7
2.3862112,-37.76064,6
4.1641607,-8.043759,8
-33.400574,-2.773732,4
17.551018,13.072398,3
-21.520365,1.9081876,1
-33.37963,-2.2606094,4
-33.3872,-36.712982,0
4.558079,35.390934,5
-15.814337,21.448687,3
-3.0096107,-42.748356,6
39.297565,13.612736,9
-3.7003796,-47.193214,6
-20.962454,4.1280947,1
-18.289791,39.061424,7
4.7545853,33.539368,5
-36.16932,-3.6446006,4
-33.218277,-1.1293449,4
-21.716467,39.482597,7
31.053831,-23.13753,2
0.9327151,-5.452635,8
33.432377,-17.118053,2
24.984468,-16.767044,2
3.2430954,37.156353,5
3.9007766,37.21198,5
-33.195312,-0.27565548,4
2.848807,-5.004758,8
3.7739356,-5.7328877,8
-32.569557,-2.367574,4
38.92813,16.413803,9
-28.260439,-30.973005,0
4.106854,-7.9603105,8
36.638653,16.191746,9
2.6969032,-2.9572635,8
-35.10552,-23.870607,0
-8.340349,-8.536972,1
27.653843,-16.781153,2
28.314816,2.6640499,3
-40.637836,11.150906,4
17.169106,33.10867,5
-3.3400145,-47.887962,6
-24.578537,21.03893,7
11.441438,2.6793022,8
-8.770092,17.066803,9
-32.780033,-34.274376,0
-21.308325,-0.9108389,1
27.73082,-17.154787,2
26.016356,8.18192,3
-40.204445,9.482478,4
8.439719,34.909466,5
-1.4471747,-47.345066,6
-17.910973,36.6206,7
2.4078927,4.4286866,8
-8.796138,18.229736,9
-34.013645,-28.559006,0
-20.669987,-2.4854076,1
30.73049,-15.1762295,2
28.912527,8.457449,3
-42.40736,10.353737,4
17.169558,33.958702,5
-2.323617,-51.354004,6
-24.83101,20.500315,7
2.6057696,4.5690947,8
36.72118,21.764584,9
-35.66531,-24.051924,0
43.544918,15.148349,9
16.537333,33.31513,5
19.567223,26.73676,5
1.4700589,-44.675278,6
21.98948,26.413412,5
-41.36755,-28.287842,0
32.873585,18.551355,9
10.324384,-4.3953233,8
41.967457,24.699335,9
7.422465,3.3986247,8
-39.985588,6.765457,4
-5.059336,-11.314273,1
-18.630627,37.21223,7
-20.545412,26.705881,7
25.992838,8.611062,3
15.447345,33.162228,5
-7.8626375,-6.6074824,1
-33.34743,-31.02699,0
-34.34624,-30.522667,0
32.626564,-15.602489,2
24.898926,-15.729283,2
-24.648548,27.266024,7
11.28045,3.262884,8
27.03194,-16.984097,2
-34.398533,-29.931122,0
-22.610434,1.3193909,1
29.962244,-17.339363,2
-6.3791456,-48.858273,6
28.159191,4.3030133,3
24.985794,9.024344,3
-25.479855,19.746191,7
28.371788,6.7985463,3
27.600416,6.9313283,3
-41.051308,9.205175,4
0.20319189,-47.274883,6
0.2333511,-47.1335,6
5.333697,-46.435776,6
-43.924442,9.277506,4
-10.242786,17.558144,9
-8.755151,-10.292116,1
27.197525,-4.9507055,5
-32.933914,-28.605598,0
-9.017525,18.098314,9
16.457506,33.330067,5
26.735622,-17.294544,2
11.179958,1.3896303,8
31.742453,-15.154981,2
-34.115265,-24.087076,0
-33.412693,-27.935644,0
-20.881605,-2.1284566,1
-20.368303,32.243397,7
2.5754786,-38.354065,6
26.135054,8.229877,3
25.399809,-15.305222,2
-21.274529,-1.5494515,1
-20.684639,33.034817,7
-40.253494,9.457368,4
-4.5222034,-48.462547,6
24.63966,8.364369,3
-9.095722,-7.7710323,1
26.65556,3.7778363,3
-8.990576,17.521393,9
-10.531855,-10.487522,1
-20.397991,37.88182,7
1.5414762,-44.268425,6
3.240068,2.3343623,8
-40.985924,4.811525,4
26.76168,3.6153963,3
-11.846056,-8.419879,1
-36.64605,12.050698,4
-31.928402,-32.485218,0
19.320562,31.402905,5
29.33315,8.636193,3
-1.7198687,-47.886894,6
-9.71745,17.920017,9
0.7009992,-46.79934,6
-5.4362993,-13.206078,1
-23.217567,38.27823,7
16.38856,35.3553,5
-41.826385,0.37992498,4
-39.78048,7.415789,4
-20.568438,32.980343,7
27.5667,-16.292585,2
10.250164,0.7045301,8
31.940742,-14.936201,2
31.679674,-18.366907,2
19.89529,27.128458,5
-21.549713,27.825455,7
-21.076588,12.56426,9
2.9580755,36.22544,5
-42.089462,9.172658,4
13.92869,-0.06247912,8
7.559264,3.5565388,8
-38.617634,7.836686,4
-21.881243,12.232899,9
-32.41844,-32.724293,0
2.4741302,4.3648777,8
-9.317793,17.309713,9
21.851175,10.136785,3
-31.763508,-36.749374,0
-18.382948,6.1585107,1
25.778032,-23.397982,2
24.284063,9.905381,3
-36.33227,-2.6870492,4
13.038735,33.75463,5
-2.6348639,-41.326103,6
-23.07353,18.462914,7
9.179772,4.3707995,8
35.013294,27.745499,9
-33.47023,-35.784214,0
-16.119425,2.1154728,1
23.43736,-22.779423,2
30.135878,2.187805,3
-47.10624,5.8294206,4
11.417431,33.638035,5
-2.2160456,-41.429737,6
-23.8906,19.119757,7
0.87419707,0.80232185,8
42.461803,16.479616,9
-28.62087,-31.54113,0
-17.486391,3.2285264,1
27.915173,-21.982563,2
35.98379,5.360497,3
-35.70919,-1.1868815,4
11.873401,33.48571,5
-0.63925016,-41.204548,6
-24.913973,19.165094,7
7.57284,6.2751493,8
42.634167,16.546593,9
-29.623678,-24.430666,0
40.452057,16.700706,9
13.74076,34.118877,5
11.966253,34.20618,5
-1.7031722,-41.642017,6
32.48283,30.313057,5
-31.743774,-37.842236,0
40.080883,17.506243,9
7.3417506,-0.09215692,8
40.0953,20.474686,9
8.356689,0.82429785,8
-34.62192,0.33360064,4
-18.626516,2.8403842,1
-23.481512,18.41665,7
-23.007051,20.995787,7
32.22837,2.2905285,3
12.043716,32.982033,5
-16.290995,1.9708349,1
-33.286316,-36.024055,0
-29.344357,-32.89929,0
21.886753,-28.310976,2
26.998941,-21.634079,2
-23.144836,18.511276,7
11.024374,5.4665513,8
26.629713,-21.49228,2
-37.720985,-32.967846,0
23.04579,-33.948837,1
23.945503,-22.201462,2
-4.444669,-41.407696,6
32.62803,2.057884,3
29.392227,0.9328747,3
-25.799368,18.910515,7
28.666283,0.8598948,3
29.495884,1.1795715,3
-36.912655,-1.0263711,4
-0.4243483,-41.422234,6
-2.6069944,-41.929214,6
-0.28846118,-41.6029,6
-35.47582,-0.94256836,4
39.496075,20.622847,9
-18.841835,3.3392715,1
14.442786,32.472477,5
-32.52623,-25.980848,0
39.905296,17.703604,9
12.10821,33.69088,5
26.262407,-23.473877,2
7.9841704,1.8280885,8
28.020538,-21.094069,2
-38.803535,-32.262127,0
-29.647131,-35.01219,0
-16.335062,1.3893636,1
-24.547983,18.1629,7
-1.3969251,-37.84746,6
29.772985,1.5130014,3
29.22637,-22.387836,2
-16.222971,0.92358446,1
-21.314934,21.678797,7
-34.41602,2.0332224,4
1.9920139,-41.350235,6
29.511309,1.7512859,3
-20.008793,1.7718005,1
39.479263,6.030095,3
39.71015,18.744953,9
-16.831602,2.983346,1
-10.051025,16.409084,7
-0.046189293,-42.294315,6
10.50741,-1.2568953,8
-37.101887,-1.1630173,4
28.801325,3.624922,3
-16.401674,2.3948567,1
-34.92119,-0.6061696,4
-30.037876,-36.88282,0
10.73531,36.663185,5
30.936049,1.3881005,3
-0.21178593,-40.4151,6
40.14738,17.544895,9
-4.7799964,-33.942364,6
-17.763988,3.2820313,1
-25.361507,19.273008,7
10.598387,35.76746,5
-34.312042,1.2689135,4
-35.565754,-0.39787397,4
-23.392532,19.098528,7
28.949986,-20.574293,2
12.739258,1.8308598,8
28.475174,-21.703245,2
-48.931858,2.706787,2
6.7031574,31.36047,5
-21.329142,21.61617,7
39.850758,19.022741,9
11.825813,32.77773,5
-34.617863,1.6208746,4
6.9252014,0.2666973,8
6.337937,-0.40488827,8
-36.328697,-3.022478,4
33.789913,25.23986,9
-35.170647,-29.145283,0
9.238967,2.831118,8
39.61866,19.078314,9
8.358802,1.1771113,8
-35.830837,-27.234264,0
20.416904,-32.724335,1
20.28865,-25.999147,2
19.789318,-1.9028487,3
-46.391926,8.501543,4
17.39917,31.693373,5
-2.3624823,-38.158386,6
-13.930006,41.118,7
4.1460695,-12.024037,8
30.916302,23.239206,9
-35.353634,-30.4232,0
22.476786,-33.00517,1
18.738937,-10.815929,2
18.724379,-1.1030293,3
-45.4628,10.489928,4
21.775942,33.448017,5
-5.2386756,-40.201725,6
-14.868227,35.800343,7
5.983076,-10.316097,8
32.104004,23.924383,9
-37.328644,-26.457958,0
21.591724,-34.95677,1
24.05833,-28.125183,2
17.68986,-1.8361497,3
-46.24745,4.8679357,4
20.236223,33.994972,5
-3.3204668,-39.087517,6
-24.157713,26.550463,7
6.8358917,-10.004929,8
29.801226,21.530523,9
-36.349392,-26.749939,0
2.9646666,2.5252347,9
14.720163,35.751354,5
21.788324,32.412544,5
-4.2426043,-37.475693,6
21.120369,32.7515,5
-36.192596,-34.43164,0
33.948532,27.577599,9
4.2319436,-11.650266,8
29.969412,22.650194,9
6.6603494,-10.674751,8
-44.8915,7.8629694,4
20.331856,-34.75611,1
-22.21353,31.89807,7
-15.023335,35.157425,7
19.683626,-1.7053733,3
20.182785,33.724564,5
20.087936,-35.944683,1
-32.212585,-30.397465,0
-35.817146,-37.820293,0
28.51945,-7.9567347,2
24.10915,-29.143242,2
-14.327258,38.818565,7
7.4609084,-10.896666,8
21.63951,-24.983307,2
-34.906803,-25.294445,0
21.80224,-34.00501,1
24.158777,-29.127954,2
-4.9734764,-36.088882,6
20.735815,-3.2936742,3
24.342144,13.995713,3
-23.890558,25.22179,7
17.883797,-0.6936876,3
18.96666,-1.8106061,3
-43.01016,8.134492,4
-5.3553286,-38.063385,6
-3.06421,-37.936577,6
-5.58984,-40.045635,6
-45.612316,10.213855,4
32.8575,24.12796,9
19.752161,-35.03023,1
18.779348,33.57019,5
-30.988605,-28.158033,0
38.75983,25.799961,9
21.29408,32.94434,5
22.130589,-28.974566,2
6.997239,-11.256939,8
28.013634,-16.90489,2
-36.368816,-32.308514,0
-36.469734,-26.279106,0
20.20019,-35.958637,1
-16.03712,37.000237,7
-5.39016,-38.1371,6
20.86026,-3.711843,3
24.381817,-31.306887,2
20.442278,-35.72396,1
-15.582639,35.92425,7
-46.659306,8.259388,4
-4.924908,-35.896584,6
18.620975,-2.5622976,3
21.145329,-35.89622,1
18.030079,-1.6350168,3
30.369774,22.833033,9
19.447462,-35.451496,1
-19.379293,36.171688,7
-2.7248068,-38.213654,6
6.5413637,-10.761603,8
-45.85209,7.3374453,4
19.30755,-1.1847522,3
-2.704049,-9.972729,1
-45.925983,8.04682,4
-38.01874,-25.946318,0
22.95804,33.97136,5
19.188871,-1.2093786,3
-2.3373854,-37.678276,6
30.081621,22.649107,9
-4.66727,-36.69834,6
20.06024,-31.657116,1
-17.345678,35.644123,7
18.587992,33.693996,5
-47.550385,3.8225417,4
-41.9648,7.359656,4
-16.412199,40.103844,7
23.630209,-29.545502,2
3.968648,-11.371656,8
27.11874,-17.661703,2
23.36374,-29.517487,2
16.075714,31.658194,5
-14.852954,35.190308,7
41.366924,20.213938,9
20.986397,35.010506,5
-47.07581,8.760603,4
4.314196,-12.169524,8
6.6992908,-11.325465,8
-46.128742,9.185784,4
35.13595,25.144318,9
-35.684254,-28.338917,0
6.7722898,-11.156083,8
43.469917,17.03022,9
4.4495535,-11.70905,8
-32.509617,-23.807568,0
-6.4941955,-8.459194,1
24.657787,-12.9784155,2
26.391567,9.578392,3
-33.790142,-1.2368178,4
14.166167,30.502174,5
1.6677206,-48.50547,6
-15.441303,34.65391,7
10.048003,-0.5963908,8
-25.63858,13.632864,9
-40.961975,-26.03009,0
-4.9130516,-11.555122,1
23.009457,-12.743778,2
27.058046,10.815573,3
-34.123726,-1.8146045,4
7.7412963,29.495554,5
-0.042138785,-48.66093,6
-23.96895,24.819288,7
4.9458647,2.912469,8
-22.419893,11.605206,9
-32.048664,-23.984251,0
-5.5285625,-11.934483,1
24.507038,-14.265897,2
26.717695,8.793906,3
-33.13867,0.9488679,4
7.409226,29.56122,5
-0.18069068,-48.843746,6
-26.597132,18.002048,7
9.962737,-0.76832706,8
-21.733591,11.606714,9
-33.295135,-27.787474,0
-22.5509,11.250313,9
14.142015,25.41331,5
5.197667,30.930803,5
-1.8737472,-50.473743,6
6.822422,30.002487,5
-33.45937,-35.371746,0
-20.738226,11.031832,9
5.5159016,1.6443144,8
-22.11596,11.339144,9
5.7228804,1.8052882,8
-32.047928,-0.19820851,4
-7.0772395,-4.111488,1
-26.477655,15.7698345,7
-22.542301,14.634954,7
16.578726,7.0352087,3
6.540832,31.031885,5
-7.0458536,-4.1615143,1
-29.029411,-28.341166,0
-33.91285,-26.372765,0
21.25292,-13.111641,2
22.455172,-13.050346,2
-25.176542,27.38086,7
4.7933407,2.0594313,8
20.225388,-12.1554,2
-27.033806,-27.558052,0
-10.242441,-6.5170784,1
20.257027,-12.226576,2
-0.7173071,-51.583164,6
26.211042,10.577466,3
27.351147,9.549241,3
-25.398077,26.605825,7
27.860765,10.892987,3
26.78133,7.4966116,3
-35.808235,8.126577,4
-3.9702759,-49.072617,6
2.725769,-47.049313,6
-4.4085402,-51.252754,6
-34.281166,-1.0937954,4
-21.899796,11.478862,9
-5.826896,-9.777655,1
14.573214,26.698723,5
-28.864061,-27.80355,0
-21.895178,9.277865,9
14.486706,26.569387,5
21.755259,-13.347278,2
12.436144,2.1788242,8
22.958015,-12.645468,2
-31.894287,-25.447475,0
-32.672333,-28.909964,0
-10.217714,-6.2132354,1
-25.670647,27.33192,7
-0.5192433,-48.42093,6
27.160439,10.144477,3
33.369,-14.02811,2
-6.3986936,-13.466473,1
-26.442474,17.867628,7
-34.207893,-1.3990647,4
7.8397737,-44.81758,6
27.906057,10.39752,3
-5.2156706,-13.639283,1
26.317183,1.3471237,3
-21.959421,10.297084,9
-5.3563776,-9.640051,1
-26.214819,27.137291,7
-4.2122016,-48.48847,6
4.697294,-0.8145329,8
-45.952465,8.742886,4
26.395342,1.399943,3
-6.188341,-9.548313,1
-32.014877,25.010958,4
-29.504946,-30.718363,0
18.6376,27.74769,5
27.21963,7.84592,3
6.1932554,-43.44909,6
-22.987164,12.340378,9
6.1720977,-43.305595,6
-6.5592833,-8.502215,1
-26.28716,27.193142,7
7.1435747,32.03804,5
-48.4372,2.925433,4
-30.177252,16.237558,4
-26.738068,27.31991,7
23.561962,-14.075068,2
1.1514257,1.9167869,8
23.209093,-13.86663,2
24.032196,-14.009108,2
4.9179006,29.924824,5
-16.541977,35.67675,7
-23.553293,13.235274,9
0.87740624,35.606728,5
-46.90886,3.5123777,4
10.91274,1.779124,8
3.8116398,0.039673004,8
-32.03166,24.955591,4
-25.639109,13.549242,9
-29.727116,-27.68598,0
9.674373,-0.9433122,8
-20.954872,11.767582,9
4.1516857,1.241572,8
-41.08254,-32.160797,0
-11.594933,-9.165377,1
31.387197,-16.684916,2
25.754463,1.8865165,3
-45.534275,3.3798902,4
7.166836,36.54248,5
-9.054893,-45.60527,6
-20.115803,31.503748,7
17.026724,-9.060086,8
42.330887,17.678368,9
-37.006924,-36.76564,0
-12.315224,-7.477579,1
32.46195,-18.375723,2
26.582151,5.2902637,3
-43.353916,3.8262157,4
3.0966604,34.658012,5
-9.591889,-45.817253,6
-18.540583,36.319588,7
-17.923246,-0.028717408,8
32.1349,27.802864,9
-36.102283,-23.83546,0
-10.2973175,-7.1882224,1
34.157265,-15.344188,2
26.079082,4.810172,3
-46.571865,-1.1240116,4
3.1374428,35.532604,5
0.50596035,-40.854393,6
-19.76546,36.639343,7
3.3071349,-1.7486326,8
44.160866,16.791948,9
-34.857803,-29.972548,0
34.6095,28.300262,9
8.625035,34.567173,5
6.049451,31.548182,5
-7.410965,-46.83844,6
7.7407026,35.9692,5
-34.997673,-29.248856,0
20.841324,-2.6388264,9
12.662701,3.8824744,8
34.58728,25.271038,9
10.680606,6.8392735,8
-41.68818,3.1179898,4
-3.010171,-8.215677,1
-20.114033,38.965927,7
-20.394659,30.989672,7
23.201277,4.047741,3
6.555788,32.087666,5
-4.80748,-8.328307,1
-32.18277,-22.533281,0
-34.240906,-23.357164,0
23.824062,-16.256922,2
34.829407,-16.721342,2
-21.105743,39.91975,7
10.260408,7.054208,8
33.54727,-14.813824,2
-40.794147,-29.791735,0
23.708797,-33.175278,1
30.780996,-21.443678,2
1.053012,-38.982258,6
22.946941,3.9700024,3
22.71759,3.8005161,3
-20.18451,35.383595,7
23.269337,12.177678,3
22.665314,11.7301,3
-43.69765,5.1468687,4
-0.43038106,-40.185062,6
-7.4993167,-46.923332,6
-9.275347,-45.518883,6
-44.94301,4.007396,4
43.856647,16.951675,9
-6.1514525,-5.5748215,1
8.187309,33.89558,5
-30.296223,-26.239824,0
37.306038,17.217754,9
5.902232,35.107166,5
35.300907,-15.60024,2
3.1386962,-3.5121493,8
34.902702,-17.574614,2
-28.856436,-25.407253,0
-38.628395,-31.575012,0
-4.4129095,-12.41723,1
-20.596981,34.891567,7
-4.532421,-43.938805,6
24.723637,7.108782,3
20.010391,-19.866941,2
-7.6266427,-8.256187,1
-22.817787,28.41703,7
-40.23212,2.4545758,4
1.0052234,-41.788425,6
26.078917,3.7220268,3
-8.50331,-9.707287,1
23.519493,6.9578533,3
34.07543,27.781538,9
-9.096335,-10.2226305,1
-20.584024,38.62218,7
-2.5402532,-44.229237,6
17.00517,-9.016728,8
-47.34889,-1.0319104,4
23.25995,5.193118,3
-10.041194,-8.70086,1
-42.463333,-1.136308,4
-38.93775,-30.610619,0
10.327078,35.807068,5
21.012188,6.622367,3
3.4221168,-37.165546,6
43.124855,16.051914,9
-2.3167393,-49.59186,6
-7.2434464,-5.4167986,1
-21.212498,36.193592,7
3.5552778,35.39414,5
-45.136776,4.145386,4
-41.98714,3.3868155,4
-20.37068,35.147945,7
35.423046,-15.713833,2
7.8883653,8.297273,8
-16.557238,21.75697,2
23.50845,-14.766873,2
8.913428,36.10719,5
-16.990732,38.153847,7
33.434788,25.988039,9
3.2205334,35.101543,5
-45.844933,-1.1000187,4
8.105509,8.1678095,8
29.478605,-0.3796845,8
-45.651085,-1.3003443,4
33.322212,25.795284,9
-37.52714,-27.985249,0
7.4808707,8.347375,8
35.292694,27.577072,9
16.868511,-9.053133,8
23.139988,-33.313995,1
30.55115,-16.014559,2
33.038643,6.23338,3
-39.196556,3.1215441,4
18.338148,33.56947,5
-3.0419247,-49.78126,6
-18.211304,25.410957,7
11.614587,0.01997771,8
44.635193,20.14087,9
-36.753117,-33.820114,0
22.698982,-33.65453,1
34.84494,-18.574451,2
33.196186,3.631086,3
-47.048054,-1.2948341,4
23.611073,32.372005,5
-3.359742,-51.33058,6
-16.543684,27.919827,7
12.497753,-0.21669148,8
42.232124,21.788443,9
-36.592567,-33.514088,0
24.062098,-33.54805,1
30.31028,-18.314833,2
29.744528,4.2503047,3
-35.419422,5.5557446,4
26.249168,30.71298,5
-4.7073884,-49.664883,6
-18.55,26.668188,7
12.438398,-1.010183,8
43.278175,21.299038,9
-35.34716,-32.434566,0
37.585766,22.97011,9
23.963501,31.071417,5
19.515146,32.72359,5
-1.3439246,-45.80772,6
25.126104,32.466053,5
-38.11163,-33.539364,0
43.077484,18.960915,9
11.653575,-0.031642113,8
42.58051,20.144182,9
8.9437065,0.90733427,8
-34.648193,11.740867,4
20.115208,-31.953594,1
-17.143223,28.40402,7
-20.357935,24.538338,7
33.569004,2.396893,3
25.602787,32.94432,5
21.169394,-32.854744,1
30.756323,-18.802206,2
-16.889751,28.047525,7
12.791496,0.09234053,8
21.257753,-28.76322,2
-38.348026,-31.770035,0
21.444588,-33.22957,1
22.348196,-25.430973,2
-3.1521447,-50.02529,6
32.366657,5.0873246,3
33.24649,3.3767097,3
-17.79312,26.63935,7
34.18176,6.738325,3
35.057156,4.460661,3
-35.12481,5.6676507,4
-1.4194897,-45.222794,6
-1.9476669,-46.519306,6
-2.7928038,-48.968185,6
-35.358326,5.5779476,4
44.460377,19.730213,9
20.460306,-32.174152,1
19.719664,32.65569,5
-37.900135,-34.31554,0
44.188274,20.313473,9
23.29466,31.473467,5
22.046738,-26.088537,2
10.315077,1.7094625,8
21.225534,-28.770094,2
-41.085953,-32.151173,0
-33.948906,-33.99198,0
20.731411,-32.935143,1
-19.095198,29.176596,7
-3.1405952,-48.952553,6
34.851963,6.815101,3
33.76506,-19.344822,2
22.971462,-33.279034,1
-48.02208,-0.26983452,4
4.832958,-43.661125,6
32.860435,6.1543746,3
21.092817,-32.81146,1
35.831753,5.365526,3
43.169785,18.874325,9
21.66849,-32.13833,1
-17.6107,26.527672,7
-0.4166157,-44.81511,6
11.777148,4.842907,8
-32.205547,13.067552,4
33.11511,3.089112,3
20.854092,-31.99901,1
-33.17318,10.885319,4
-38.55141,-33.084347,0
17.278635,35.80865,5
34.916924,4.392128,3
-3.8108609,-48.123096,6
42.380314,22.101616,9
-4.4606695,-46.82573,6
21.949686,-33.31087,1
-24.28538,21.081558,7
24.511896,31.264841,5
-38.639347,3.3277307,4
-33.211502,12.31952,4
-17.781822,28.58907,7
25.247164,-23.207623,2
12.697343,-1.1331433,8
21.098276,-26.246714,2
32.07524,-19.673077,2
24.572653,31.222721,5
-18.606977,28.199352,7
37.659298,22.963755,9
20.238102,36.12956,5
-25.978971,17.866056,4
-33.226036,13.007317,4
29.616955,20.905405,9
-38.023792,-34.79553,0
11.906648,3.4354506,8
41.826195,22.028326,9
11.073071,0.14480743,8
-37.533512,-29.148506,0
-5.986134,-5.500973,1
29.218903,-19.025349,2
29.599606,9.686917,3
-33.363224,12.816495,4
6.0260715,29.368877,5
-4.59416,-48.9985,6
-18.20797,29.541298,7
2.5451922,5.7411904,8
34.578217,11.645555,9
-30.523935,-32.848454,0
-6.30335,-7.006161,1
24.59943,-25.27098,2
29.940445,10.034131,3
-30.484766,15.812254,4
13.522348,36.290615,5
-6.146304,-47.25832,6
-17.887247,28.46702,7
-1.4663004,4.063565,8
40.705845,8.813449,9
